job_title,company,job_summary_clean,tfidf_score,embedding_score,relevant
Machine Learning Engineer,HummingBirds Consulting  LLC - now doing Business as HummingBirds Innovation,"As a Machine Learning Engineer, you will be responsible for designing, developing, and implementing cutting-edge machine learning models and algorithms. You will work closely with a cross-functional team of data scientists, software engineers, and product managers to solve complex business problems, improve existing models, and explore new opportunities using machine learning techniques. Key responsibilities: Collaborate with data scientists to understand business requirements and translate them into machine learning solutions Design and develop machine learning models and algorithms using various techniques such as deep learning, natural language processing, and statistical modeling Optimize and fine-tune models to improve performance and accuracy Develop data preprocessing pipelines and feature engineering techniques Work with large-scale, diverse data sets to extract valuable insights Deploy machine learning models into production systems Monitor model performance and make continuous improvements Stay up-to-date with the latest advancements and trends in machine learning and artificial intelligence Requirements Requirements: Bachelor's or Master's degree in Computer Science, Machine Learning, Statistics, or a related field 2+ years of experience working as a Machine Learning Engineer or a similar role Strong programming skills in languages such as Python or Java Experience with machine learning frameworks and libraries such as TensorFlow, PyTorch, or scikit-learn Solid understanding of machine learning algorithms and techniques Experience with data preprocessing, feature engineering, and data visualization Knowledge of cloud platforms and technologies such as AWS or Google Cloud Good understanding of software engineering principles and best practices Excellent problem-solving and analytical skills Strong communication and collaboration abilities to work effectively in a team environment TECHNICAL REQUIREMENTS: Strong Python background with Data Science and ML Operations Experience with Flask, Fast API, Docker/Kubernetes RESTful API - OpenAPI and Swagger Familiarity with Kubernetes MongoDB Background with MEAN/MERN microservices as over 1,000 Microservices innovations are in production Angular, Node",0.311738272,0.48931295,1
Volunteer: DIY: MLK Day of Service - C.R.O.W.N. Hair Care Kits,VolunteerMatch,"United Way of Northeast Florida is a community organization that serves as a catalyst to mobilize the community and achieve the maximum impact on the lives of our citizens. C.R.O.W.N. stands for Creating a Respectful and Open World for Natural Hair. Natural hair care items are frequently overlooked when toiletry items are donated. Not all hair and skincare products meet the unique needs of the natural hair community, and many homeless service providers have difficulty providing these necessary items. Many students from struggling families within our school system have a great need for these seldom-donated products as well. This is one of our DIY (Do it Yourself Volunteer Projects). DIY Volunteering allows families and groups of all ages and sizes to participate in flexible and meaningful community service opportunities from the comfort of their own homes or offices. DIY projects can be combined with social events, business meetings, celebrations, and more. You or your team will host a drive or purchase the supplies, complete the project, and drop off the completed project to the appropriate location. You may log your hours through the self-log feature of your profile after registering for the event and completing your project. Once you have responded to this need United Way of Northeast Florida will contact you within 48 hours. Kits will be dispersed to our community network to be distributed to students or through other non-profit partner agencies that serve the homeless or veteran populations. Please download a guide with a list of suggested items HERE or check out our Amazon wish list HERE. If you would like to hold a drive, you can find some helpful tips HERE. If you need community service hours, we will verify one half-hour plus one hour for every two kits with cards created. For questions, please contact us HERE. This is a volunteer opportunity provided by VolunteerMatch, in partnership with LinkedIn for Good.",0.023216555,-0.005157594,1
Lead Data Scientist,Sky Consulting Inc.,"We are looking for a Data Scientist (MLOps), who will apply strong expertise in AI through the use of machine learning, data mining, and information retrieval to design, prototype, and build next-generation advanced analytics engines and services to add to our team. Key Responsibilities Work on the latest applications of data science to solve business problems. Effectively communicate the analytics approach and how it will meet and address objectives to business partners. Lead analytic approaches; integrate solutions collaboratively into applications and tools with data engineers, business leads, analysts, and developers. Create repeatable, interpretable, dynamic, and scalable models seamlessly incorporated into analytic data products. Collaborate, coach, and learn with a growing team of experienced Data Scientists. Stay connected with external sources of ideas through conferences and community engagements. Support demands from regulators, investor relations, etc., to develop innovative solutions to meet objectives utilizing cutting-edge techniques and tools. Requirements 10 years of Data Science experience required. Bachelor's Degree in Data Science, Computer Science, or a related field. Ability to apply various analytical models to business use cases (Supervised, Unsupervised, Neural Nets, NLP etc.). Pipeline Training Models, Building, Deployment, Testing, and Monitoring using AWS SageMaker, AWS CFT, AWS CodePipeline, Lambda, etc Comfortable working in onsite setup in Atlanta GA. Ability to apply various analytical models to business use cases Exceptional communication and collaboration skills to understand business partner needs and deliver solutions. Bias for action, with the ability to deliver outstanding results through task prioritization and time management.",0.11403063,0.5483623,1
Machine Learning Platform Engineer,Calleo,"Overview Of The Client. A long standing Federal Government client of Calleo's are working to continually improve their capability and be at the pinnacle of technology in Australia. As such, machine learning is one ever growing areas of expertise. Overview Of The Role As the Machine Learning Platform Engineer. You will be responsible for building and maintaining machine learning operations. This position is well suited to a candidate with strong Software Engineering or Data Engineering expertise who has had exposure to contemporary Machine Learning practices and technologies. The ideal candidate has experience with all parts of the MLOps lifecycle including the registration, deployment and monitoring of operational capabilities. It is expected that you will deliver key platforms and integrations to deliver self-service abilities to Data Scientists to achieve continuous integration, continuous deployment, continuous training and continuous monitoring. Due to the nature of the role, candidates must be Australian Citizens with active NV1 clearances to be found suitable. Indicative Duties Include, But Are Not Limited To Contributing to the design, development, deployment and maintenance of machine learning platforms and infrastructure Contributing to the design, development and integration of secure, robust and performant production ML systems Providing guidance to engineers, software developers and data scientists on processes, platforms and systems Key Knowledge, Skills Or Experience Areas Include Machine Learning, software engineering, or DevOps Machine Learning production platforms in large organisations MLOps tooling such as MLFlow, KubeFlow, Seldon, Kserve, Docker, Kubernetes, and Git Understanding of machine learning concepts and algorithms Data engineering and data wrangling Software engineering principles and best practices Problem-solving and troubleshooting How To Apply Apply directly or for more information on this role, please contact Raj Singh on 0422 375 690 or raj.singh@calleo.com.au To stay up to date on other opportunities, visit our website or follow us on LinkedIn. Calleo is an equal opportunity employer and we encourage applications from all people including Aboriginal and Torres Strait Islander peoples.",0.281469022,0.4884763,1
Data Scientist (MMM),"FocusKPI, Inc.","FocusKPI is seeking a Data Scientist with MMM (Market Mix Modeling) to enable deep media insights through advanced analytics for our client, one of the largest retailers/e-commerce companies in the U.S. Work Location: Remote in the U.S. Duration: 6 months contract with potential for extension and conversion, depending on budget and performance Pay range: $50/hour to $65/hour Responsibilities: Perform hands-on coding to retrieve and analyze large datasets using Python and SQL Integrate disparate data sources and leverage state-of-the-art analytics best practices to deliver integrated actionable insights to partners and stakeholders Manage and streamline data extraction process with great attention to details Assess the potential usefulness, validity, and rigor of new data sources Work with cross-functional team to ensure that the quality of the data are of the highest standard Help with media mix models to connect the impact of marketing tactics and business short-term and long-term outcomes Qualifications: Ph.D. degree in statistics/mathematics, engineering, computer science, economics, or a related field 3+ years of industry experience in data, analytics, and data science role Experience with advertising, measurement, and/or digital marketing analytics Experience with advertising technology platforms, Ad servers, DSPs, DMPs, etc. Proficient coding skills (SQL/Python/R) Deep knowledge of relational database capabilities and experience with big data technologies (Hive/Hadoop) Proficient BI/BA data visualization tools (Tableau, PowerBI, ThoughtSpot, Looker, etc.) Experience working with Marketing Mix Modeling (MMM) and/or Multi-Touch Attribution Models (MTA) is mandatory to have Experience with Modeling and Machine learning Experience with cloud technologies such as GCP, AWS, Azure Experience in integrating, structuring, and analyzing large amounts of data from diverse sources Strong project management skills and attend-to-detail documentation skills. Strong written and verbal communication with the ability to communicate complex technical topics clearly to a range of audiences and to ‘tell a story that provides insight into the business Passion for working in a fast-paced agile environment. A collaborative mindset and sense of curiosity Experience with predictive modeling algorithms and optimization techniques Experience applying statistics to business problems Note: MMM/MTA experience is mandatory to have for a minimum of 2 years. Without MMM/MTA experience profiles cannot be considered. Thank you! FocusKPI Hiring Team Founded in 2010, FocusKPI, Inc. (FocusKPI) is a data science and technology firm specializing in predictive analytics practice and methodologies. FocusKPI is a US company headquartered in Silicon Valley, California with an East Coast office in Boston, Massachusetts. NOTICE: Please be aware of fraudulent emails regarding job postings, job offers and fake checks. FocusKPI's recruiting team will strictly reach out via @focuskpi.com email domain. If you have received fraudulent emails now or in the past, please report it to The domain @focuskpijobs.com is fraudulent and not related to FocusKPI. Please do not not reply or communicate to anyone with @focuskpijobs.com. Powered by JazzHR zvQTcsTqqp",0.110096694,0.5284302,1
Data Scientist,MORSE Corp,"MORSE is searching for a Data Scientist with expertise in data analysis, data science, and algorithm development in one or more of a variety of fields including visual classification, big data, natural language processing, machine translation, time sequenced data, and advanced metrics. You will be part of teams performing Test and Evaluation (T&E) of AI and machine learning models and algorithms to give national security customers insights into the capabilities of applying AI to solve real world problems. Responsibilities: Perform data analysis, test and evaluation of existing machine learning algorithms, and development of advanced algorithms to model physical and autonomous systems, Work with MORSE's current team of engineers to transition algorithms to software applications and real-time embedded systems. Support the transition of the developed algorithms to software using one or more programming languages such as Python, C, C++, Java, or MATLAB. Work with customers, stakeholders, and other vendors to present concepts, analyses, and test results Present a path forward and solutions to solve complex data problems Research and identify new methods for machine learning and data analysis Requirements: US CITIZENSHIP REQUIRED and the ability to obtain a U.S. Security Clearance Masters or Ph.D in Data Science, Computer Science, Engineering, Applied Mathematics, Physics, Physical or Biological Sciences or a related field Solid understanding of data analysis, physics, linear algebra, statistics, algorithms, optimization, and/or machine learning methods Proficiency in one or more programming languages like Python, Matlab, C, or C++ Demonstrated experience with large, multidimensional, or complex data sets in one or more of the following areas: parsing, cleaning, storage strategies, provenance tracking, database formats, and parallelized data transformations Good communication skills Self-starter and driven Prior experience in defense is a plus MORSE is an innovative, employee-owned, tech company located in Kendall Square in Cambridge, MA specializing in solving multi-disciplinary problems faced by the US National Security Ecosystem. Our specially selected team of engineers, software developers and scientists develop algorithms, software, and hardware in the domains of AI, Manned and Unmanned Vehicles, Mission Planning, and Warfighter Situational Awareness. The team at MORSE takes pride in being the smart team that is easy to work with. We focus on steady, long-term success while maintaining a collaborative, enjoyable work experience for its employees. Our team values work-life balance through flexibility and other programs, along with a comprehensible benefits package for employees and families. For more information, please visit www.morsecorp.com.",0.151924089,0.54312265,1
Senior MLOps Engineer,Harnham,"To Apply for this Job Click Here Senior MLOps Engineer London (Hybrid model) up to £100,000 Are you passionate about machine learning operations and ready to take your career to the next level? We have an exciting opportunity for a Senior MLOps Engineer to join a dynamic team. Company Harnham is working with a cutting-edge technology company focusing on the Telecom/Tech Space. They are dedicated to harnessing the power of artificial intelligence and machine learning to solve complex challenges across various problems. Role As a Senior MLOps Engineer, you will play a pivotal role in our ML ecosystem. You will work alongside a talented team of data scientists, machine learning engineers, and software developers to ensure that our ML models are deployed, monitored, and maintained efficiently. Responsibilities You will develop and maintain MLOps pipelines for model training, testing, and deployment. You will collaborate with data scientists and engineers to create production-ready machine learning models. You will implement and manage automated CI/CD pipelines for ML models. You will build and maintain infrastructure for model monitoring, alerting, and performance optimization. You will ensure the security and scalability of our ML systems. Requirements Bachelor's or Master's degree in Computer Science or a related field. Proven experience in MLOps, DevOps, or related roles. Strong proficiency in ML frameworks, tools, and cloud platforms (e.g., TensorFlow, PyTorch, AWS, Azure, GCP). Experience with containerization (Docker, Kubernetes) and orchestration. Proficiency in version control systems (Git) and CI/CD pipelines. Excellent problem-solving and troubleshooting skills. Strong communication and collaboration abilities. Passion for staying up-to-date with the latest developments in ML and AI. What We Offer You will obtain a competitive salary and benefits package up to £90,000 basic + Benefits. You will have the opportunity to work on cutting-edge AI and ML projects. Flexible working How To Apply To apply for this position, please send your resume to Luc Simpson-Kent Keywords: MLOps, Machine Learning Engineering, Machine Learning Engineer, Python, MLFLow To Apply for this Job Click Here",0.294788777,0.47124147,0
Senior Project Manager - Data Center Construction,Turner & Townsend,"Company Description From the inception of a project through to completion and beyond, Turner & Townsend help to deliver the outcomes that matter through transformational programs covering the full spectrum of consultancy, project delivery and post-project operations. With offices located globally, you're never far away from our services. Working from 118 offices in 50 countries, we make the difference to projects across the real estate, infrastructure and natural resources sectors worldwide. Our team is dynamic, innovative and client-focused, supported by an inclusive and fun company culture. Our clients value our proactive approach, depth of expertise, integrity and the quality we deliver. As a result, our people get to enjoy working on some of the most exciting projects in the world. Job Description Turner & Townsend is looking for a Senior Project Manager to support a large-scale, innovative data center construction project with a leading technology client. The role will be responsible for all aspects of project delivery, from inception through to commissioning. The ideal candidate will have consultancy, construction field experience and the ability to be highly effective in a client facing role. Responsibilities Pre-construction / Design / Planning: Work with GC and AE to create and establish the Master Project Schedule, based on the Critical Path and key milestones. Support establishment of the project budget, including soft costs and hard costs. Support contract negotiation, typically in concert with the Client’s PM and legal counsel Coordinate Design Team activities. Ensure AE is completing requirements to meet municipal and AHJ demands Coordinate Constructability review of project documents. Coordinate cost estimates working with subs and other vendors for scope gaps/changes. Coordinate Value Engineering effort. Construction Manage GC and other directly contracted vendors by working with the onsite Construction Management team. Ensure quality control process – ensuring compliance with required standards Support client culture to ensure project and site is ran according to clients EHS policies Lead procurement activities and coordinate all owner furnished contractor installed equipment Provide report and tracking of project financials, including change order management & cashflow. Monitor schedule, tracking and analysis Ensure document control (track and coordinate addenda, bulletins, new drawing sets, clarifications, etc) process is in place. Ensure QA/QC is being followed and report any issues/gaps. Ensure tracking of all key project documents, including submittals, RFI’s, change orders, invoices and payments, lien releases. Coordination and management of all Owner-direct vendors working with supply chain and consultants. Close Out Initiate close out process prior to project completion, typically two to three months in advance with the client doc control team, setting timelines and responsibilities. Establish close out documentation requirements. Ensure receipt of all close-out documents until completion, including warranties, as-builts, O&M manuals, etc. Ensure punch list, substantial completion and final completion process through onsite Construction management team. Negotiate, resolve and close out any outstanding change orders, quality issues or disputes. Process and track any final invoices, payment applications, retention payments, etc. Prepare and submit final project accounting and budget. Assist client in scheduling, coordination and management of all Owner-direct vendors, consultants. Qualifications Formal Project Management methods. Cross functional team participation in a high-tech, dynamic environment Excellent problem-solving, critical thinking and analytical skills. Proven track record in delivering high-quality programs. Ability to present to senior management to gain approvals. Passionate about solving complex challenges within aggressive timelines. Detail oriented with strong written and verbal communication skills and the ability to multi-task in a fast-paced and quickly changing environment. Experience in data center construction is preferred. Preferred Education MBA or Bachelor’s Degree in Construction Management, Business Administration, Project Management (or PMP), Engineering or a related field. Additional Information On-site presence and requirements may change depending on our clients' needs. Our inspired people share our vision and mission. We provide a great place to work, where each person has the opportunity and voice to affect change. We want our people to succeed both in work and life. To support this we promote a healthy, productive and flexible working environment that respects work-life balance. Turner & Townsend is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees and actively encourage applications from all sectors of the community. Please find out more about us at www.turnerandtownsend.com/ All your information will be kept confidential according to EEO guidelines. Join our social media conversations for more information about Turner & Townsend and our exciting future projects: Twitter Instagram LinkedIn It is strictly against Turner & Townsend policy for candidates to pay any fee in relation to our recruitment process. No recruitment agency working with Turner & Townsend will ask candidates to pay a fee at any time. Any unsolicited resumes/CVs submitted through our website or to Turner & Townsend personal e-mail accounts, are considered property of Turner & Townsend and are not subject to payment of agency fees. In order to be an authorised Recruitment Agency/Search Firm for Turner & Townsend, there must be a formal written agreement in place and the agency must be invited, by the Recruitment Team, to submit candidates for review.",0.031527845,0.12500405,0
Machine Learning Engineer,Digital Republic Talent,"Machine Learning Practitioner – Applied LLM/ Gen Ai/ GCP - Up to $210,000- Hybrid Role Description Working with a Private Equity portfolio company, you will be part of a special task team focused on building, testing and scaling applications of Generative AI and analytics to improve revenue, product features and efficiencies across the company. Requirements: Refining use-cases, Selecting resources needed (ML Ops, governance, compute instances, pipelines, storage, etc), Analyse and pre-process data if necessary, Building pipelines, Choosing foundation models, Fine-tuning and/or pre-training models, Deploying and testing proofs of concept Demonstrable hands-on knowledge of applied generative AI models, mainly in in text, knowledge classification and recommendation engines 1+ years Experience fine-tuning and/or pre-training Large Language Models for customised applications, applying this knowledge to practical scenarios, 5+ years Experience working with GCP (Google Cloud Platform) building Machine Learning applications and deploying cloud resources in a production environment. Knowledge of ML ops frameworks Proficient with Python or R as well as relevant frameworks (Keras, PyTorch) Experience in Gen Ai Skills: Flexible, curious, and ambitious Good communicator Eagerness to learn new techniques, solve problems and contribute in a team environment Job Description: Hybrid- Texas, Austin Salary: Up to $210,000 + Benefits + Bonus How do I Apply? For more information or to apply for the Machine learning position, please email barbara@digitalrepublictalent.com or you can apply through www.digitalrepublictalent.com! You can also visit our vacancy page to see other opportunities!",0.126635212,0.538394,1
Machine Learning Operations Engineer - Mid-Senior,"PeopleTec, Inc.","Responsibilities PeopleTec is currently seeking a Machine Learning Operations Engineer - Mid-Senior Level to support our Huntsville, Alabama location. We are seeking a highly skilled MLOps & Data Science Engineer with expertise in reinforcement learning, machine learning and big data architectures. This role involves integrating machine learning operations, continuous integration/continuous deployment (CI/CD) pipeline development, data science, and specifically developing a reinforcement learning layer for our AI projects. This position supports multiple AI and data science projects and is set in a dynamic, innovative, and collaborative environment. The ideal candidate will be adept at navigating fast-paced settings and enthusiastic about hands-on involvement in cutting-edge AI and data science projects. Key Responsibilities MLOps Engineering: Design and maintain advanced machine learning operations systems. Ensure seamless deployment of machine learning models, with a focus on reinforcement learning models. Implement and oversee monitoring, quality, and compliance frameworks for all AI models. CI/CD Pipeline Development: Develop robust CI/CD pipelines with a focus on integrating machine learning and reinforcement learning models into production. Guarantee high standards of security, reliability, and efficiency in all pipeline processes. Data Science & Reinforcement Learning: Develop, implement, and refine reinforcement learning algorithms that train models based on user feedback.. Analyze complex datasets for reinforcement learning model training and evaluation. Collaborate with stakeholders to identify opportunities for applying reinforcement learning to customer challenges. Qualifications Required Skills/Experience: Bachelor's degree in computer science, Data Science, Engineering, or a related field. Demonstrable experience in MLOps, CI/CD pipeline development, data science, and reinforcement learning. Strong programming skills in Python, R, or similar languages, with specific experience in reinforcement learning libraries (e.g., TensorFlow Agents, OpenAI Gym). Knowledge of machine learning frameworks (e.g., TensorFlow, PyTorch) and cloud services (AWS, Azure, GCP). Familiarity with containerization technologies (Docker, Kubernetes). Excellent analytical, problem-solving, and collaborative skills. Must be a U.S. Citizen An active DoD Secret clearance is required to perform this work. Candidates are required to have an active Secret clearance upon hire, and the ability to maintain this level of clearance during their employment. Education Requirements B.S. and 3+ years Desired Skills Master's or PhD in Computer Science, Data Science, Engineering, or a related field. Certifications in cloud technologies and machine learning. Published research or contributions to open-source projects in reinforcement learning and MLOps. Experience with Agile methodologies and DevOps practices. Overview People First. Technology Always. PeopleTec, Inc. is an employee-owned small business founded in Huntsville, AL that provides exceptional customer support by employing and retaining a highly skilled workforce. Culture: The name ""PeopleTec"" was deliberately chosen to remind us of our core value system - our people. Our company's foundation was built on placing our employees and customers first. With an award-winning atmosphere, we have matured into a company that boasts the best and brightest across multiple technical fields. Career: At PeopleTec, we value your long-term goals. Whether it's through our continuing-education opportunities, our robust training programs, or our ""People First"" benefits package, PeopleTec truly believes that our best investments are our people. Come Experience It. #cjpost #dpost EEO Statement PeopleTec, Inc. is an Equal Employment Opportunity employer and provides reasonable accommodation for qualified individuals with disabilities and disabled veterans in its job application procedures. If you have any difficulty using our online system and you need an accommodation due to a disability, you may use the following email address, applicationhelp@peopletec.com and/or phone number (256.319.3800) to contact us about your interest in employment with PeopleTec, Inc. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, genetic information, citizenship, ancestry, marital status, protected veteran status, disability status or any other status protected by federal, state, or local law. PeopleTec, Inc. participates in E-Verify.",0.249811875,0.41058677,0
Data Engineer III,WinMax,"Title:Data Engineer III, Req# 29396361 Location: Cupertino,CA(onsite) Contract:6+ Month Job Description Machine Learning Data Job Description Machine learning background and software skills Build algorithm and tools for curate machine learning data Build active learning algorithms for Annotation machine learning data Focus on improve tools for adding new annotation and meta data PayRate: $85-99/hr, W2",0.200667917,0.5624907,0
Senior Azure AI/ML Engineer,Dice,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, SRI Tech Solutions, is seeking the following. Apply via Dice today! Responsibilities : Machine Learning / AI Platform Design, develop and document cutting-edge ML solutions, using existing and emerging technology platforms Architect extensible technical architectures to deliver the latest in machine learning, AI, and other emerging technology solutions Provide technical vision, technical solutions and directions to build modern Machine Learning Platforms, Tooling and Services for ML/AI at Scale. Contribute to building a platform to streamline all phases of data-centric innovation, including data organization, data access, data exploration, data science prototyping, productionization, testing, and ongoing monitoring of machine learning pipelines Evangelize and drive adoption of the ML platform, and strive for operational excellence Oversee the day-to-day operation of the platform, ensuring high availability, scalability and performance and a data-driven approach to continuous measurement and optimization Integration Defines architecture blueprints for end-to-end systems to including integration of applications, systems, platforms and technical infrastructure Design infrastructure, tools, utilities, and automated workflows Operate as a trusted advisor for the Machine Learning space, helping to shape use cases and implementation in an integrated manner Support the productionization and deployment of data science models and pipelines Optimization Define standards and create reference implementations pattern for machine learning / AI solution and Azure PaaS Responsible for successful analysis, high-level design and delivery of cloud projects Partner with data scientists and machine learning engineers to review and co-optimize technical designs Optimize machine learning and relevant data processing code for scale and robustness Cost Management Facilitate in determining architecture goals, cost estimating solutions and reviewing existing cloud deployments for potential improvements to design, availability, recoverability and cost optimization Engage in a highly collaborative team environment where your expertise is required to suggest best options to lay foundations for cloud data architecture, scaling, and data development opportunities, cost savings, and vulnerabilities Partner with business stakeholders, management, and technology teams to identify needs and guide the delivery of cost-effective, high-performance technology capabilities leveraging enterprise information architecture principles and core data assets Qualifications: Knowledge of Azure relevant certifications such as Azure Solutions Architect, Azure AI Engineer Deep knowledge in the Machine Learning and data space including designing, building, optimizing and scaling data-intensive ML solutions using distributed computing Ability to see and implement patterns that enable solution simplification Ability to influence through persuasion Experience: BS, MS, or PhD in Computer Science, Electrical/Computer Engineering, Physics, Mathematics, or other Engineering fields or equivalent experience 5+ years of experience in an architecture or engineering role focusing on machine learning models and deploying them into production at scale Experience with next generation architectural concepts, including Integrations, advanced analytics, cloud analytics, big data, artificial intelligence, and/or machine learning Expertise in Python and SQL, with working experience in Apache Spark, Hadoop, Databricks, Snowflake, or other big data systems Experience working with DevOps on prem or in cloud environments, including but not limited to Deep understanding of compute, storage, networking, Docker/Containers, Kubernetes, cloud APIs and IaaS Experience with orchestration frameworks Experience with natural language processing or deep learning frameworks such as TensorFlow, Pytorch, or HuggingFace, etc Strong analytical and problem-solving skills Self-motivated individual that thrives in a dynamic environment Senior Azure AI/ML Engineer",0.252108718,0.2271648,1
Manager of Supply Chain Data Analytics,Canada Goose,"Company Description Canada Goose isn't like anything else. We've built something great, something special - an iconic lifestyle brand with an inspirational and authentic story. At the heart of it is our promise to inspire and enable all people to thrive in the world outside. To Live in the Open. At Canada Goose, you're part of a movement that belongs to something bigger. One that seeks out the restorative power of nature and is driven by a purpose to keep the planet cold and the people on it warm. We endure any condition, observe every detail, and are building a community that believes in living bravely and coming together to support game-changing people. Here, opportunities are everywhere - to try something new, to learn, to do meaningful and impactful work, and they're yours for the taking. Job Description Canada Goose is looking for a Manager, Supply Chain Data Analytics to own the analytics and data management for the Supply Chain operations organization. They work in partnership with the supply operations team, and other relevant CG departments, to ensure CG’s supply chain organization has a consumer-focused, data-driven foundation. And leverages this foundation for accurate, real-time operational insights as well as operational analysis and operational performance improvement. The Manager, Supply Chain Data Analytics, also supports CG’s global Supply Chain / Logistics teams to ensure tools are available for coordinated global product flows that fulfill CG customer requirements. About The Role: Be a Supply Chain representative in collaborating with CG’s finance, IT, merchant and planning organizations to continually improve CG’s consumer focused product flow visibility and data needs for more flexibility. Be a Supply Chain representative in collaborating with CG’s finance, merchant and planning organizations on data needs for improved CG Finished Goods inventory management strategies. Be a Supply Chain representative in collaborating with CG’s merchant and planning organizations on the data needs requirements in executing CG’s consumer-focused, peak-time channel flow strategies. Own the analytics and data requirements management for the Supply Chain operations organization. Including data governance, extraction, storage, AI/ML application and visualization management. Collaborates with external parties, and cross functional CG partners including IT. As well as utilizes a diverse array of data management technologies, including automation tools, and governance approaches as needed. To provide the supply chain operations organization with fact-based analysis, insights and trends. Supports the supply chain operations department in conducting complex data analyses leveraging multiple data sources and synthesizes results. To understand how best we can operationally serve our consumers. Proactively engages with CG teams and external partners to propose system or data management approaches and solutions that will enable data management maturity and integrity. Drives supply chain operations organization adoption of data analytics and process adherence. And develops and maintains technical documentation where applicable; work closely with CG IT on technology changes and data management impact About You: In this exciting role, we are looking for a highly detailed thinker with strong business acumen who is passionate about leading progressively. Someone who has the drive and initiative to lead our consumer-focused operational data management vision. The ideal candidate is a leader who possesses excellent interpersonal skills and has the desire to establish a foundation now that will also support future operational success. The ideal candidate has: Bachelor's Degree or equivalent experience in Supply Chain, Industrial Engineering, Statistics, Computer Science or related field 7+ years of experience with at least 4+ years in experience in a supply chain discipline with demonstrated End-to-End understanding of Supply Chain interdependencies. 3+ years of experience implementing data management strategies, leveraging large data extraction, storage, automation and visualization tools Practical familiarity with emerging AI / ML tools Excellent problem solving, analytical, presentation and written / verbal communication skills across many levels of the organization. Ability to see the big picture and define analytics and reporting landscape to support supply chain operations growth and efficiency Ability to manage multiple projects and prioritize competing requirements Leadership ability, team management, interpersonal and employee development skills Energetic and desires to put their fingerprints on a business. Sense of urgency and track record for delivering strong results Experienced in developing recommendations and strategies to overcome challenges and establish effective go-forward plans to meet objectives Takes initiative and makes independent decisions while being approachable Flawless service to internal and external customers meeting or exceeding SLAs. Establishment of a robust supply chain operations data driven foundation Exceptional relationships with internal stakeholders. Global engagement on supply chain operations data / analytical evolution. Additional Information What’s in it For You? A company built on Canadian roots and heritage Your work is recognized with a comprehensive and competitive Total Rewards Program Opportunities for career growth through numerous internal and external programs Recognize and be recognized by your peers with our Goose Rewards & ICON Rewards Be a part of CG Gives. Donation matching and paid volunteer time to help the organizations you care about Access to tools and resources to support physical and mental health, embracing change and connecting with colleagues Inspiring leaders and colleagues who will lift you up and help you grow We believe in the power of inclusion and are passionate about building and sustaining an inclusive and equitable working environment where all employees can bring their authentic selves to work everyday. We believe every one of our team members enriches our diversity by exposing us to varying ways to understand the world, identify challenges, and to discover, design, produce, and deliver great products and service. Our different perspectives are what enable us to create, dream and live in the open. Canada Goose is an equal opportunity employer and is committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act. There are multiple ways to interview with us! If you require any interview accommodation for your interview, please e-mail us at HR@canadagoose.com.",0.033450958,-0.026339691,0
Machine Learning Researcher,Acquire Me,"Machine Learning - Quantitative Researcher Our client is an early stage scientifically led proprietary trading firm who are actively scaling their QR community across their offices, globally. They're actively hiring ML-QRs to join the team and collaborate on enhancing proprietary trading models and strategies. 🔍 Key Responsibilities: Utilize financial and other data to create or improve predictive models. Develop and leverage advanced statistical and machine-learning models for research and development. Create algorithms to capitalize on predictive signals. 📊 Technical Requirements: Undergrad, MS, or PhD degrees in computer science, mathematics, statistics, machine learning, physics, or related scientific disciplines. Strong mathematical and analytical skills, exceptional problem-solving and modeling abilities. Demonstrated capability in high-level statistical or applied mathematical research. Prior experience in a quantitative role within a trading environment is advantageous. Proficiency in programming languages such as C++, Java, R, or Python. Excellent P&L linked bonus pay, generous base salary and comprehensive suite of benefits on offer for the successful applicant.",0.101880209,0.52666265,0
